date,username,replies,retweets,favorites,text,geo,mentions,hashtags,id,original,score,neg,neu,pos,compound,label
2019-01-15 15:17:41,SillySCOTUSbot,0,0,0,state farm fire and ; casualty co. v. pachtman. (1895) interstate busing cannot be deported.,,,,1085194315138195457,State Farm Fire &amp; Casualty Co. v. Pachtman. (1895) Interstate busing cannot be deported.,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.7003}",0.309,0.691,0.0,-0.7003,negative
2019-01-15 00:05:54,JustaFan18,0,0,0,on what basis did they deny the claims? statefarm #cand fire,,@StateFarm,#campfire,1084964856988454912,On what basis did they deny the claims? @StateFarm #campfire,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.5859}",0.348,0.652,0.0,-0.5859,negative
2019-01-14 20:56:26,AvolynFisher,2,0,0,super frustrating watching my car sit on the street for 27 hours with no tow in sight because statefarm doesn't have capacity to tow sooner. meanwhile the lady behind me who got hit also was towed via aaanews within 5 hours and has already received her damage estimate.,,@StateFarm @AAAnews,,1084917177138835457,Super frustrating watching my car sit on the street for 27 hours with no tow in sight because @StateFarm doesn't have capacity to tow sooner. Meanwhile the lady behind me who got hit also was towed via @AAAnews within 5 hours and has already received her damage estimate.,"{'neg': 0.148, 'neu': 0.783, 'pos': 0.069, 'compound': -0.5267}",0.148,0.783,0.069,-0.5267,negative
2019-01-14 17:32:06,Edenbeann,1,0,2,"okay first thought of the day, after i accepted the job offer for state farm i had a really bad dream about my employer... and look now she fired me. maybe i should listen to my dreams?",,,,1084865756456673280,"Okay first thought of the day, after I accepted the job offer for State Farm I had a really bad dream about my employer... and look now she fired me. Maybe I should listen to my dreams?","{'neg': 0.156, 'neu': 0.654, 'pos': 0.19, 'compound': -0.1065}",0.156,0.654,0.19,-0.1065,neutral
2019-01-13 14:10:06,omniexpert,0,0,0,"allstate, state farm, usaa sue california utility over wildfires allstate, state farm, usaa sue california utility over wildfires ",,,,1084452531793809409,"Allstate, State Farm, USAA Sue California Utility Over Wildfires Allstate, State Farm, USAA Sue California Utility Over Wildfires ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-01-13 01:34:14,bryancanary70,0,0,0,".cig you all should(will) b covering damages for the parked car, but given ur behavior thus far, it's apparent that may take some time. karmically, we don't see any need to leave that loop open, so we'll communicate with her for now and ; insure she and sf 4 coverage statefarm ",,@cig @StateFarm,,1084262312330985474,".@cig U all should(will) b covering damages for the parked car, but given ur behavior thus far, it's apparent that may take some time. Karmically, we don't see any need to leave that loop open, so we'll communicate with her for now &amp; insure she and sf 4 coverage @StateFarm ","{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.3071}",0.062,0.938,0.0,-0.3071,negative
2019-01-12 14:28:52,ExtremeStorms,0,0,3,faa issues first ever uas waiver for beyond visual line of sight & over people to state farm to conduct damage assessements after disasters via uva coach ,,,,1084094869084229633,FAA issues first ever UAS waiver for Beyond Visual Line Of Sight & over people to State Farm to conduct damage assessements after disasters via UVA Coach ,"{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.7783}",0.214,0.786,0.0,-0.7783,negative
2019-01-11 15:29:52,MAAPUAS,0,1,2,"inspecting damage after a storm is an ideal job for a drone - in theory. this new waiver for statefarm means that it can be efficient in practice, too. ",,@StateFarm,,1083747828625784833,"Inspecting damage after a storm is an ideal job for a drone - in theory. This new waiver for @StateFarm means that it can be efficient in practice, too. ","{'neg': 0.09, 'neu': 0.734, 'pos': 0.175, 'compound': 0.4588}",0.09,0.734,0.175,0.4588,positive
2019-01-11 03:53:18,DawnJarv1s,0,0,0,"connecting with wonderful business partners.i was ""blown"" away with karina mccloud of anita sadlack state farm insurance agency...like a good neighbor, karina mccloud is there with passion and heart for her clients! #surewaswindy #winddamagecallkarinamccloud #fairwayfacetoface",,,#SureWasWindy #WindDamageCallKarinaMcCloud #FairwayFacetoFace,1083572534644215808,"Connecting with wonderful business partners.I was ""blown"" away with Karina McCloud of Anita Sadlack State Farm Insurance Agency...like a good neighbor, Karina McCloud is there with passion and heart for her clients! #SureWasWindy #WindDamageCallKarinaMcCloud #FairwayFacetoFace","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.8718}",0.0,0.764,0.236,0.8718,positive
2019-01-10 20:49:22,giyernc,1,0,0,statefarm i have my auto policy with state farm. i would like to make sure my claim is going to be processed for both external and ; internal damages properly. please get back to me.,,@StateFarm,,1083465845542666240,@StateFarm I have my Auto Policy with State Farm. I would like to make sure my claim is going to be processed for both external &amp; internal damages properly. Please get back to me.,"{'neg': 0.071, 'neu': 0.756, 'pos': 0.173, 'compound': 0.4939}",0.071,0.756,0.173,0.4939,positive
2019-01-10 19:23:35,LexBlog,0,1,2,"new in #drones: statefarm has become the very first company in the us to receive a waiver for flights over people and beyond the visual line of sight to help customers and ""assess on-the-ground damage and deploy services."" robinsoncole",,@StateFarm @RobinsonCole,#drones,1083444260987269120,"New in #drones: @StateFarm has become the very first company in the US to receive a waiver for flights over people and beyond the visual line of sight to help customers and ""assess on-the-ground damage and deploy services."" @RobinsonCole","{'neg': 0.075, 'neu': 0.862, 'pos': 0.063, 'compound': -0.128}",0.075,0.862,0.063,-0.128,neutral
2019-01-10 08:52:18,RebeccaAlfordiv,0,0,0,"allstate, state farm, usaa sue california utility over wildfires ",,,,1083285391426359296,"Allstate, State Farm, USAA Sue California Utility Over Wildfires ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-01-10 02:06:03,fjhaberle,2,0,0,"statefarm your agent denied my claim from when i had a tire blowout, accused me of being a liar, refused to let me speak to someone else, and called me a bad driver because when he had a blowout on his car he had no damage. i hope people learn how you treat your customers.",,@StateFarm,,1083183154012123136,"@StateFarm Your agent denied my claim from when I had a tire blowout, accused me of being a liar, refused to let me speak to someone else, and called me a bad driver because when he had a blowout on his car he had no damage. I hope people learn how you treat your customers.","{'neg': 0.203, 'neu': 0.678, 'pos': 0.119, 'compound': -0.707}",0.203,0.678,0.119,-0.707,negative
2019-01-09 20:57:55,kaylasea_,2,0,3,bad news: the stupid deer did $4900 in damage to my car. good news: state farm rocks. my car isn’t totaled. and it’ll be fixed.,,,,1083105612068777994,bad news: the stupid deer did $4900 in damage to my car. good news: State Farm rocks. my car isn’t totaled. and it’ll be fixed.,"{'neg': 0.297, 'neu': 0.618, 'pos': 0.085, 'compound': -0.802}",0.297,0.618,0.085,-0.802,negative
2019-01-09 19:13:36,RestoringNOLA,0,1,1,statefarm granted #faa waiver for what? #dronemapping #naturaldisaster #environmentalimpactassessment,,@StateFarm,#FAA #dronemapping #naturaldisaster #environmentalimpactassessment,1083079358007443456,@StateFarm Granted #FAA Waiver For What? #dronemapping #naturaldisaster #environmentalimpactassessment,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}",0.0,0.8,0.2,0.25,neutral
2019-01-09 16:10:19,colin_fitt,0,0,0,state farm granted waiver to conduct damage assessment using drones ,,,,1083033233690902530,State Farm granted waiver to conduct damage assessment using drones ,"{'neg': 0.242, 'neu': 0.606, 'pos': 0.152, 'compound': -0.296}",0.242,0.606,0.152,-0.296,neutral
2019-01-09 15:14:59,jDemmitt,0,1,0,.statefarm (in partnership with virginia_tech) now has an faa waiver to fly drones for large-scale disaster assessment. here's a pretty cool video showing the tech in action --,,@StateFarm @virginia_tech,,1083019309364977666,.@StateFarm (in partnership with @virginia_tech) now has an FAA waiver to fly drones for large-scale disaster assessment. Here's a pretty cool video showing the tech in action --,"{'neg': 0.118, 'neu': 0.723, 'pos': 0.159, 'compound': 0.1027}",0.118,0.723,0.159,0.1027,neutral
2019-01-08 16:04:08,ijournal,0,3,1,"allstate, state farm, usaa sue california utility for wildfire damages ",,,,1082669288509517824,"Allstate, State Farm, USAA Sue California Utility for Wildfire Damages ","{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",0.244,0.756,0.0,-0.4404,negative
2019-01-08 08:00:26,IPSGroupUK,0,0,1,"allstate, state farm, usaa sue pgand ;e over california wildfire ",,,,1082547563138633728,"Allstate, State Farm, USAA sue PG&amp;E over California wildfire ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-01-08 04:20:07,R_Jacobs914,0,0,0,"statefarm when are you going to fire all your agents? every time i talk to mine he refers me to a call in number, does progressive know you stole their business model but cant commit?",,@StateFarm @Progressive,,1082492120299175936,"@StateFarm when are you going to fire all your agents? Every time i talk to mine he refers me to a call in number, does @Progressive know you stole their business model but cant commit?","{'neg': 0.117, 'neu': 0.852, 'pos': 0.031, 'compound': -0.501}",0.117,0.852,0.031,-0.501,negative
2019-01-08 02:37:59,sondheimanuel,0,0,1,i owe state farm $81 before the 12th but i got fired a week before christmas laughing out loud what a life i lead ,,,,1082466414005547011,I owe State Farm $81 before the 12th but I got fired a week before Christmas lol what a life I lead ,"{'neg': 0.157, 'neu': 0.705, 'pos': 0.138, 'compound': -0.1531}",0.157,0.705,0.138,-0.1531,neutral
