date,username,replies,retweets,favorites,text,geo,mentions,hashtags,id,original,score,neg,neu,pos,compound,label
2019-01-17 18:12:25,MitziRyburn,0,0,0,i'm excited to welcome green clean maid services to community offers! tap into the state farm mobile app and check out their great offer.,,,,1085963064485105664,I'm excited to welcome GREEN CLEAN MAID SERVICES to Community Offers! Tap into the State Farm mobile app and check out their great offer.,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.922}",0.0,0.602,0.398,0.922,positive
2019-01-11 13:41:18,Sgehrs,2,0,7,things i’m an unpaid spokeswoman for: chobani statefarm’s drive safe and save taylorswift13 pure_barre stretching post-workout mindykaling day planners naps podcasts teleties,,@Chobani @StateFarm @taylorswift13 @Pure_Barre @mindykaling,,1083720508229775361,Things I’m an unpaid spokeswoman for: @Chobani @StateFarm’s Drive Safe and Save @taylorswift13 @Pure_Barre Stretching post-workout @mindykaling Day planners Naps Podcasts Teleties,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7269}",0.0,0.766,0.234,0.7269,positive
2019-01-10 23:08:49,bonita_bottom,0,0,0,statefarm i had no idea i had these services and i’m so thankful for state farm thanks guys #roadsideassistance i lost my key 2 weeks ago this week i locked it in my car but it was free99 star farm mobile app is it...,,@StateFarm,#roadsideassistance,1083500940286722049,@statefarm I had no idea I had these services and I’m so thankful for State Farm thanks guys #roadsideassistance i lost my key 2 weeks ago this week I locked it in my car but it was free99 star farm mobile app is it...,"{'neg': 0.068, 'neu': 0.832, 'pos': 0.1, 'compound': 0.3758}",0.068,0.832,0.1,0.3758,positive
2019-01-10 19:17:32,leahcanseco,0,0,0,"statefarm i’m trying to report my mileage, but i’ve been locked out of the app and not receiving the email to reset. i’ve also called and didn’t get the email either. is there something wrong with your email server?",,@StateFarm,,1083442738777882624,"@StateFarm I’m trying to report my mileage, but I’ve been locked out of the app and not receiving the email to reset. I’ve also called and didn’t get the email either. Is there something wrong with your email server?","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.631}",0.098,0.902,0.0,-0.631,negative
2019-01-10 14:26:29,ScottsSoapbox,0,0,0,why would i use my state farm app to find an atm??? ,,,,1083369492196007937,Why would I use my State Farm app to find an ATM??? ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-01-08 12:04:32,bjmay,1,0,0,"statefarm bank debit cards seem to be getting declined for all transactions, and i cannot log in to the mobile app (""technical difficulties"" message). any idea when this will be resolved? you won't like me without coffee.",,@StateFarm,,1082608993556664321,"@StateFarm Bank debit cards seem to be getting declined for all transactions, and I cannot log in to the mobile app (""technical difficulties"" message). Any idea when this will be resolved? You won't like me without coffee.","{'neg': 0.108, 'neu': 0.85, 'pos': 0.042, 'compound': -0.3839}",0.108,0.85,0.042,-0.3839,negative
2019-01-07 15:25:09,ddalliance1,0,0,0,"a 2016 state farm survey, teens who reported using their smartphone while driving were much more likely to report being involved in a crash while driving &amp; other dangerous driving behaviors speeding, failing to wear a seat belt &amp;driving under the influence of alcohol or drugs. ",,,,1082297089973989377,"a 2016 State Farm survey, teens who reported using their smartphone while driving were much more likely to report being involved in a crash while driving and ; other dangerous driving behaviors speeding, failing to wear a seat belt and ;driving under the influence of alcohol or drugs. ","{'neg': 0.168, 'neu': 0.832, 'pos': 0.0, 'compound': -0.8442}",0.168,0.832,0.0,-0.8442,negative
2019-01-06 14:58:21,fredontwittur,1,0,1,"dear statefarm, if you’re going to make an app that won’t remember my password, then at least send the “reset password” e-mail immediately instead of making me wait!",,@StateFarm,,1081927960335142912,"Dear @StateFarm, if you’re going to make an app that won’t remember my password, then at least send the “reset password” e-mail immediately instead of making me wait!","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4389}",0.0,0.903,0.097,0.4389,positive
2019-01-05 17:40:20,boltyboy,1,1,5,today's weird meme is what google play suggests when i'm downloading an app startuphealth = virtual beard or stoicism statefarm = how to talk to girls ,,@startuphealth @StateFarm,,1081606336457060352,Today's weird meme is what Google play suggests when I'm downloading an app @startuphealth = virtual beard or stoicism @StateFarm = how to talk to girls ,"{'neg': 0.06, 'neu': 0.854, 'pos': 0.085, 'compound': 0.1779}",0.06,0.854,0.085,0.1779,neutral
2019-01-05 13:44:46,sklingler,1,0,0,"statefarm every 6 months when i pay, i try to add my wifes car to my login. my sons is already there w/mine. it never does it. why? why doesn't the app at least give you some info? one login to pay all my insurances would be great.",,@StateFarm,,1081547055510835202,"@StateFarm Every 6 months when I pay, I try to add my wifes car to my login. My sons is already there w/mine. It NEVER does it. Why? Why doesn't the app at least give you some info? One login to pay all my insurances would be great.","{'neg': 0.054, 'neu': 0.861, 'pos': 0.085, 'compound': 0.5661}",0.054,0.861,0.085,0.5661,positive
2019-01-04 17:38:50,jujubee1975,1,0,0,statefarm i have been trying to access my bank info for the last 2 hours. neither the app nor online is working. will this be fixed soon? #heretohelp,,@StateFarm,#HereToHelp,1081243568944177152,@StateFarm I have been trying to access my bank info for the last 2 hours. Neither the app nor online is working. Will this be fixed soon? #HereToHelp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-01-04 15:30:24,hack_arizona,1,0,3,our amazing sponsor statefarm is going to be leading a workshop on deploying applications using react and a framework that's blowing up right now - gatsbyjs ,,@StateFarm @gatsbyjs,,1081211250846052352,Our amazing sponsor @StateFarm is going to be leading a workshop on deploying applications using React and a framework that's blowing up right now - @gatsbyjs ,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.5859}",0.0,0.868,0.132,0.5859,positive
2019-01-04 14:52:42,CatGasta,0,0,0,"statefarm maybe don’t let your #operators calling about stopping my application process online for renters insurance lead with, “not all our agents at our various locations operate the same way.” they should operate the same way. &amp; a website should be able to send an email.",,@StateFarm,#operators,1081201762361589761,"@StateFarm Maybe don’t let your #operators calling about stopping my application process online for renters insurance lead with, “Not all our agents at our various locations operate the same way.” They should operate the same way. and ; a website should be able to send an email.","{'neg': 0.034, 'neu': 0.966, 'pos': 0.0, 'compound': -0.1531}",0.034,0.966,0.0,-0.1531,neutral
2019-02-28 18:17:14,RidaqE,1,0,0,"statefarm how come your drive safe app hasn't recorded anything since august of 2018? yet i have stats? how come when i didnt have a beacon january, you recorded stats? how come there's no trips, and you have shitty stats for someone whose required to drive better &amp; no records?",,@StateFarm,,1101184565299855361,"@StateFarm how come your drive safe app hasn't recorded anything since August of 2018? Yet I have stats? How come when I didnt have a beacon January, you recorded stats? How come there's no trips, and you have shitty stats for someone whose required to drive better and ; no records?","{'neg': 0.147, 'neu': 0.757, 'pos': 0.095, 'compound': -0.4871}",0.147,0.757,0.095,-0.4871,negative
2019-02-28 14:33:43,markymarklouie,1,0,0,statefarm trying to reset my password and i'm always getting this. i'm using the site cause the app keeps on crashing. ,,@StateFarm,,1101128317917253638,@StateFarm trying to reset my password and I'm always getting this. I'm using the site cause the app keeps on crashing. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-02-28 01:15:57,OstermanSpencer,0,0,0,"in conjunction with my last tweet, it was also great to see state farm's drive safe and save feature receiving praise from customers across the country. #3500edgejacob",,,#3500EDGEJacob,1100927551730601985,"In conjunction with my last tweet, it was also great to see State Farm's Drive Safe and Save feature receiving praise from customers across the country. #3500EDGEJacob","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.93}",0.0,0.625,0.375,0.93,positive
2019-02-27 19:05:07,khalbherr,0,0,3,this may be silly but i signed up for the state farm app and the support guy made my username khalbherr to save me from having to update it in september &amp; it made my whole ass day to log in ,,,,1100834229892628480,this may be silly but I signed up for the state farm app and the support guy made my username khalbherr to save me from having to update it in September and ; it made my whole ass day to log in ,"{'neg': 0.092, 'neu': 0.736, 'pos': 0.172, 'compound': 0.4854}",0.092,0.736,0.172,0.4854,positive
2019-02-27 03:38:42,JeepFreak997,1,0,1,finally got my resume updated. sent in an app for state farm. hopefully i hear something back ,,,,1100601089454411776,Finally got my resume updated. Sent in an app for State Farm. Hopefully I hear something back ,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.0,0.856,0.144,0.4019,positive
2019-02-26 22:00:24,catsolus,1,0,0,statefarm i cannot login to my app to pay my bill. can you confirm you're having troubles?,,@StateFarm,,1100515954491043841,@StateFarm I cannot login to my app to pay my bill. Can you confirm you're having troubles?,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.5267}",0.227,0.773,0.0,-0.5267,negative
2019-02-25 17:57:56,ALEfuckingSANA,1,0,0,state farm still hasn't gotten back to me on my car but i noticed my app updated a few days ago. wowwweeeeeee lmao ,,,,1100092545093242880,State farm still hasn't gotten back to me on my car but I noticed my app updated a few days ago. Wowwweeeeeee lmao ,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.7469}",0.0,0.804,0.196,0.7469,positive
2019-02-25 16:15:53,Mpstone13,0,0,0,saw this article this morning. very interesting that va is near the top of this list. ask me how the steer clear app from state farm can help you coach your young driver! ,,,,1100066863080325120,Saw this article this morning. Very interesting that Va is near the top of this list. Ask me how the Steer Clear App from State Farm can help you coach your young driver! ,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.855}",0.0,0.736,0.264,0.855,positive
2019-02-24 05:49:11,collin_mill3r,0,0,4,i got an uber ride wasted from the person thats looking at my application for state farm tn. talk about awkward ,,,,1099546761436299265,I got an uber ride wasted from the person thats looking at my application for state farm tn. Talk about awkward ,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.6222}",0.211,0.789,0.0,-0.6222,negative
2019-02-21 16:30:36,kailazoe,0,0,1,"i’m here at tate reception hall where women in tech and state farm are sponsoring app day, an event which aims to teach kids from clarke county schools about software development. #jour3190 #appday",,,#JOUR3190 #AppDay,1098621016102891522,"I’m here at Tate Reception Hall where Women in Tech and State farm are sponsoring App Day, an event which aims to teach kids from Clarke County Schools about software development. #JOUR3190 #AppDay","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-02-21 11:12:40,shai_wininger,1,3,23,a lemonade_inc review by a statefarm claims adjuster: everything about this company seems right...customer service... how quick they respond... how smooth the app operates... not only from a consumer standpoint but from a behind the scenes of your insurance company... ,,@Lemonade_Inc @StateFarm,,1098541008290226176,A @Lemonade_Inc review by a @StateFarm Claims Adjuster: Everything about this company seems right...customer service... how quick they respond... how smooth the app operates... not only from a consumer standpoint but from a behind the scenes of your insurance company... ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-02-19 20:11:43,njbg89,0,0,0,drive safe & save state farm is pretty good i like it i’m saving a lot #statefarm #drivesafesave #savemoney #awesome #car,,,#statefarm #drivesafesave #savemoney #awesome #car,1097951889109512192,Drive safe & save State Farm is pretty good I like it I’m saving a lot #statefarm #drivesafesave #savemoney #awesome #car,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.9571}",0.0,0.444,0.556,0.9571,positive
2019-02-19 13:59:38,lubsua,0,0,0,"when you provide a customer with a quote, build rapport, do all the work and then they have the audacity to go online and complete the application without you. #personalattacks #insurance #statefarm #iwanttobeyouragent",,,#personalattacks #insurance #statefarm #iwanttobeyouragent,1097858250215694338,"When you provide a customer with a quote, build rapport, do all the work and then they have the audacity to go online and complete the application without you. #personalattacks #insurance #statefarm #iwanttobeyouragent","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-02-16 19:35:43,AnthonyUntamed,0,0,1," #pointpartyweekend keeping you warm with tunes and tix to statefarm #mvc , stlouisambush and #monsterjam more ways to win on the 1057thepoint app lets us rage the snow away ",,@StateFarm @stlouisambush @1057thePoint,#PointPartyWeekend #MVC #MonsterJam,1096855664339623936," #PointPartyWeekend Keeping you warm with tunes and tix to @StateFarm #MVC , @stlouisambush and #MonsterJam More ways to win on the @1057thePoint app Lets us rage the snow away ","{'neg': 0.101, 'neu': 0.731, 'pos': 0.168, 'compound': 0.3321}",0.101,0.731,0.168,0.3321,positive
2019-02-16 17:59:34,belleslettresb1,1,0,0,"tell you what, my car insurance is about to get a lot cheaper; this gal drivin sloooooow #drivesafeandsave statefarm #southerngirlmovednorth #snowdriving #whathaveidone",,@StateFarm,#drivesafeandsave #southerngirlmovednorth #snowdriving #whathaveidone,1096831468117073920,"Tell you what, my car insurance is about to get a lot cheaper; this gal drivin sloooooow #drivesafeandsave @StateFarm #southerngirlmovednorth #snowdriving #whathaveidone","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-02-08 22:12:22,CHCI,0,1,2,"check out #chci’s eleazarg1991 &amp; madrigal_marsha as they share about the #r2lnextgen application process &amp; experience. join us for an all-expense paid leadership journey, made possible by our founding partner statefarm. #heretolead deadline: 2/17/19",,@EleazarG1991 @madrigal_marsha @StateFarm,#CHCI #R2LNextGen #HereToLead,1093995985141932032,"Check out #CHCI’s @EleazarG1991 and ; @madrigal_marsha as they share about the #R2LNextGen application process and ; experience. Join us for an ALL-EXPENSE PAID leadership journey, made possible by our founding partner @StateFarm. #HereToLead Deadline: 2/17/19","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.5267}",0.0,0.885,0.115,0.5267,positive
2019-02-08 03:15:13,ElRey_Flores14,1,0,0,why am i not allowed to register on the app or online??? statefarm,,@StateFarm,,1093709808857944070,Why am I not allowed to register on the app or online??? @StateFarm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-02-07 03:20:21,DougHaskins,0,0,0,"statefarm shame on you for not using an usa designed iphone in your ad! you’re an american company, too! usa! ",,@StateFarm,,1093348714448674816,"@StateFarm Shame on you for not using an USA designed iPhone in your ad! You’re an American company, too! USA! ","{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.6093}",0.173,0.827,0.0,-0.6093,negative
2019-02-06 22:11:23,danipober,0,0,0,state farm has “drive safe and save”. why can’t the world have “stay alive get paid”,,,,1093270959870672896,State Farm has “drive safe and save”. Why can’t the world have “stay alive get paid”,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6705}",0.0,0.718,0.282,0.6705,positive
2019-02-03 16:04:57,younglefhander,0,0,0,i'm afraid to open my state farm app and see what kind of damage torched hop and clermont lounge did to my bank account,,,,1092091579098107905,I'm afraid to open my State Farm app and see what kind of damage Torched Hop and Clermont Lounge did to my bank account,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.5413}",0.132,0.868,0.0,-0.5413,negative
2019-02-03 01:29:04,JESSdoit_5,0,0,1,"state farm is creepy for making me put this “drive safe monitor” in my car tracking my trips and stuff lol but hey, $35 off is $35",,,,1091871158717370368,"State Farm is creepy for making me put this “drive safe monitor” in my car tracking my trips and stuff lol but hey, $35 off is $35","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.431}",0.0,0.867,0.133,0.431,positive
2019-02-01 07:24:03,azaliaaarrreyes,0,1,1,"psa if you need roadside assistance and you have state farm as your insurance, &amp; you try to obtain service through the app it will not go through we got many calls today from customers wondering about their service &amp; their case never came through bc they did it online rt pls",,,,1091235715302768641,"PSA if you need roadside assistance and you have state farm as your insurance, and ; you try to obtain service through the app it will NOT go through we got many calls today from customers wondering about their service and ; their case never came through bc they did it online rt pls","{'neg': 0.0, 'neu': 0.976, 'pos': 0.024, 'compound': 0.0772}",0.0,0.976,0.024,0.0772,neutral
2019-03-30 22:13:58,JoelDFunk,0,0,0,the statefarm drive safe and save device in my car coupled with my competitiveness and perfectionism has me driving like a police cruiser is tailing me everywhere i go. #bigbrotheriswatchingyou,,@StateFarm,#BigBrotherIsWatchingYou,1112115779103846400,The @StateFarm drive safe and save device in my car coupled with my competitiveness and perfectionism has me driving like a police cruiser is tailing me everywhere I go. #BigBrotherIsWatchingYou,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.872}",0.0,0.705,0.295,0.872,positive
2019-03-30 16:40:56,meliatx,0,0,1,statefarm has set a mobile claims area for all the cars damaged by hail the other week. #likeagoodneighbot – at jason's deli,,@StateFarm,#likeagoodneighbot,1112031967359451138,@StateFarm has set a mobile claims area for all the cars damaged by hail the other week. #likeagoodneighbot – at Jason's Deli,"{'neg': 0.12, 'neu': 0.826, 'pos': 0.054, 'compound': -0.3818}",0.12,0.826,0.054,-0.3818,negative
2019-03-29 18:21:09,jrhoads228,1,0,0,statefarm we just got state farm with the drive safe and save do we have to have the app open to when driving or just the bluetooth and location,,@StateFarm,,1111694801307619328,@StateFarm we just got state farm with the drive safe and save do we have to have the app open to when driving or just the bluetooth and location,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7269}",0.0,0.816,0.184,0.7269,positive
2019-03-28 14:49:40,datavortex,1,0,0,"statefarm please fire your it department. every time i think about moving my policies, it's because your website and app are down. your website and app are down 9/10 times i try to use them. this is not really acceptable 2019 behaviour.",,@StateFarm,,1111279190291173378,"@StateFarm Please fire your IT department. Every time I think about moving my policies, it's because your website and app are down. Your website and app are down 9/10 times I try to use them. This is not really acceptable 2019 behaviour.","{'neg': 0.1, 'neu': 0.85, 'pos': 0.05, 'compound': -0.3135}",0.1,0.85,0.05,-0.3135,negative
2019-03-28 12:21:40,fjcaballero1214,0,0,0,mapfreins commerce insurance make an app resourceful and reliable because just like geico and statefarm we do deserve a great app #thanksmapfre,,@MAPFREIns @GEICO @StateFarm,#thanksmapfre,1111241946708803585,@MAPFREIns commerce insurance make an app resourceful and reliable because just like @GEICO and @StateFarm we do deserve a great app #thanksmapfre,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.765}",0.0,0.752,0.248,0.765,positive
2019-03-28 10:18:41,mangu_kingx5,0,0,0,statefarm your app is trash,,@StateFarm,,1111210998214594560,@StateFarm your app is trash,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-03-23 00:08:57,anavywakeup,1,0,0,"statefarm hi! i accidentally set up one of the ‘drive safe &amp; save’ beacons wrong. i intended to use it for my chevy suburban however, i set it up under my chevy truck instead. so essentially the beacon is in the suburban but reading it as if it is in the truck. how can i fix?",,@StateFarm,,1109245614351675394,"@StateFarm hi! I accidentally set up one of the ‘drive safe and ; save’ beacons wrong. I intended to use it for my Chevy suburban however, I set it up under my Chevy truck instead. So essentially the beacon is in the suburban but reading it as if it is in the truck. How can I fix?","{'neg': 0.067, 'neu': 0.9, 'pos': 0.033, 'compound': -0.2714}",0.067,0.9,0.033,-0.2714,neutral
2019-03-22 22:40:41,josh_claywell,1,0,0,"statefarm my drive safe device is not connecting to my phone, and i have tried everything i can think of. please help.",,@StateFarm,,1109223400537554944,"@StateFarm my drive safe device is not connecting to my phone, and I have tried everything I can think of. Please help.","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.7845}",0.0,0.706,0.294,0.7845,positive
2019-03-22 13:47:01,QRVT,0,0,0,statefarm your app for iphone is leaving me beyond frustrated and disgusted. it keeps telling me something different every time i try to use it and because i trusted it my ins got cancelled!,,@StateFarm,,1109089097337978880,@StateFarm your app for iPhone is leaving me beyond frustrated and disgusted. It keeps telling me something different every time I try to use it and because I trusted it my ins got CANCELLED!,"{'neg': 0.229, 'neu': 0.699, 'pos': 0.072, 'compound': -0.7734}",0.229,0.699,0.072,-0.7734,negative
2019-03-16 18:46:07,boi_soyest,1,0,0,"statefarm your app doesn't work, your site doesn't work, my address change hasn't been updated, and i haven't heard anything in a month about my claim. you guys do insurance or nah?",,@StateFarm,,1106990041082007552,"@StateFarm your app doesn't work, your site doesn't work, my address change hasn't been updated, and I haven't heard anything in a month about my claim. You guys do insurance or nah?","{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.1027}",0.043,0.957,0.0,-0.1027,neutral
2019-03-14 16:51:37,TeensDriverSeat,0,0,6,"#piday #throwbackthursday drive safely, it's easy as pie poster design by isabel smith for our 2017 driving the message contest sponsored by statefarm #teensinthedriverseat #drivesafe ",,@StateFarm,#PiDay #ThrowbackThursday #TeensInTheDriverSeat #DriveSafe,1106236449681260545,"#PiDay #ThrowbackThursday Drive Safely, It's Easy As Pie Poster Design by Isabel Smith for our 2017 Driving the Message Contest sponsored by @StateFarm #TeensInTheDriverSeat #DriveSafe ","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7269}",0.0,0.79,0.21,0.7269,positive
2019-03-13 20:36:24,Klowe6408,0,0,1,"facebook down, instagram down and i'm tryna pay my car insurance and the fuckin statefarm app is down too! ",,,,1105930631932989442,"Facebook down, Instagram down and I'm tryna pay my car insurance and the fuckin Statefarm app is down too! ","{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.1759}",0.086,0.914,0.0,-0.1759,neutral
2019-03-13 15:23:32,poeticchampions,1,0,0,"statefarm you really need to update your mobile app. it is not customer friendly at all. take a look at geico's for example. when i log in, i immediately know what's going on with my account. with sf's i have to dig and dig.",,@StateFarm,,1105851896995217409,"@StateFarm you really need to update your mobile app. It is not customer friendly at all. Take a look at Geico's for exand le. When I log in, I immediately know what's going on with my account. With SF's I have to dig and dig.","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.3875}",0.056,0.944,0.0,-0.3875,negative
2019-03-11 21:32:10,zatara214,1,0,0,"hey statefarm, we’re not off to a great start with the drive safe app. there’s stuff like this everywhere. ",,@StateFarm,,1105219889734799360,"Hey @StateFarm, we’re not off to a great start with the Drive Safe app. There’s stuff like this everywhere. ","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.8591}",0.0,0.627,0.373,0.8591,positive
2019-04-30 16:56:25,matthewbelcher,0,0,0,"cambridge mobile telematics, monitors distracted driving for 35 insurers, including state farm. ",,,,1123269890595532800,"Cambridge Mobile Telematics, monitors distracted driving for 35 insurers, including State Farm. ","{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",0.179,0.821,0.0,-0.34,negative
2019-04-30 16:40:59,BillFunk2,1,0,1,statefarm hello. just wanted to tell you that your redesigned website and mobile app are amazing! so easy and so clean. great work!,,@StateFarm,,1123266006690910209,@StateFarm Hello. Just wanted to tell you that your redesigned website and mobile app are AMAZING! So easy and so clean. Great work!,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.9533}",0.0,0.539,0.461,0.9533,positive
2019-04-30 00:23:14,TriniVeeg,1,0,0,statefarm is your website and app down??,,@StateFarm,,1123019947859415041,@StateFarm is your website and app down??,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
