city,city_id,timestamp,likes,geo,hashtags,user_id,lat,lng,mentions,tweet_url,replies,retweets,text,replay_to_users,screen_name
Chicago,1840000494,2019-11-21 14:04:23,0,,[],1197516108758171649,41.8373,-87.6862,,https://twitter.com/agwu00/status/1197516108758171649,0,0,State Farm na scam.,,agwu00
Chicago,1840000494,2019-11-12 18:42:44,8,,youngemployedsuccessful BeyondtheCounter PledgeYES,1194324664484544519,41.8373,-87.6862,@StateFarm @Citi @ATT @ThriveChi @ReRetailChicago,https://twitter.com/AmericasPromise/status/1194324664484544519,1,1,"A special thanks to @StateFarm, @Citi and @ATT for supporting the work of the #youngemployedsuccessful project in conjunction with our partners @ThriveChi and @ReRetailChicago. #BeyondtheCounter #PledgeYES – at Mercy Home For Boys &amp; Girls",,AmericasPromise
Chicago,1840000494,2019-11-10 17:42:44,6,,[],1193584790102069248,41.8373,-87.6862,@AaronRodgers12 @StateFarm,https://twitter.com/jacek_88/status/1193584790102069248,1,0,Yo @AaronRodgers12 your @StateFarm commercials aren’t funny and no one likes you.,,jacek_88
Chicago,1840000494,2019-11-05 02:37:48,6,,Peoria TheFutureStateofMobility,1191545116860846081,41.8373,-87.6862,@StateFarm @AutonomouStuff @Rivian @IDOT_Illinois @IllinoisDCEO,https://twitter.com/ilavassociation/status/1191545116860846081,0,2,We completely agree which is why we have been working hard with our Founding members @StateFarm @AutonomouStuff and @Rivian along with @IDOT_Illinois and @IllinoisDCEO to pilot new and emerging mobility projects in #Peoria #TheFutureStateofMobility,GovPritzker,ilavassociation
Chicago,1840000494,2019-11-03 17:58:16,0,,aaronrodgers statefarm youheardme,1191051983450525696,41.8373,-87.6862,,https://twitter.com/jhufford32/status/1191051983450525696,2,0,"Why the hell is Aaron Rodgers always hanging out a random insurance agents office that he hates with his State Farm agent? This makes absolutely no sense, and if a guy with a net worth like his, is with State Farm he is a complete moron. #aaronrodgers #statefarm #youheardme",,jhufford32
Chicago,1840000494,2019-11-02 15:26:45,34,,[],1190651465259466752,41.8373,-87.6862,,https://twitter.com/reesetheone1/status/1190651465259466752,7,4,"GODAWFUL.... My sister has a career in the healthcare industry... I guess she put on Khakis and be Kisha from state farm, huh? ",CillizzaCNN,reesetheone1
Chicago,1840000494,2019-11-01 22:42:05,0,,[],1190398635097427971,41.8373,-87.6862,,https://twitter.com/my_buddy_alan/status/1190398635097427971,1,0,Jim. From Seattle. Can you say hi to Jake. From State Farm?,JFTthree,my_buddy_alan
Chicago,1840000494,2019-11-01 12:58:27,1,,[],1190251755675815937,41.8373,-87.6862,,https://twitter.com/Writedancespeak/status/1190251755675815937,1,0,Gators do everything extra.,nandndad,Writedancespeak
Chicago,1840000494,2019-11-01 02:22:54,2,,[],1190091814482726912,41.8373,-87.6862,,https://twitter.com/AdrienneWrites/status/1190091814482726912,1,0,Cute! And one of them went to NU I think too.,Writedancespeak,AdrienneWrites
Chicago,1840000494,2019-11-01 01:11:09,49,,CherylAndVictor SheShed,1190073761174822913,41.8373,-87.6862,@StateFarm,https://twitter.com/Writedancespeak/status/1190073761174822913,8,2,My husband and I were #CherylAndVictor from the @StateFarm commercial and we won the prize at our friends’ brand-themed party. I think it was because we nailed the script. #SheShed,,Writedancespeak
Chicago,1840000494,2019-10-27 01:08:26,3,,[],1188261137827221505,41.8373,-87.6862,,https://twitter.com/JakeGruelle/status/1188261137827221505,0,2,"Ladies, get you a State Farm agent that closes deals when he’s at the club. ",,JakeGruelle
Chicago,1840000494,2019-10-25 01:41:02,1,,[],1187544564388782083,41.8373,-87.6862,,https://twitter.com/iamJIMMYSMITH/status/1187544564388782083,0,0,State Farm fucked me so I’m gonna be a State Farm employee,,iamJIMMYSMITH
Chicago,1840000494,2019-10-23 22:01:01,0,,[],1187126807948152832,41.8373,-87.6862,,https://twitter.com/duckinugly/status/1187126807948152832,0,0,State Farm on behalf of a car I hit lmao,champagnemarri,duckinugly
Chicago,1840000494,2019-10-23 01:14:46,0,,[],1186813181143982081,41.8373,-87.6862,@StateFarm,https://twitter.com/danettern95/status/1186813181143982081,1,0,@StateFarm you have the most absolute worse service ever. I called for a tow at 5:45pm CST and I am still waiting for a tow truck at 8:10pm. I am canceling all of my insurance plans tomorrow!!! Your agents did not care that I am a woman stranded.,,danettern95
Chicago,1840000494,2019-10-22 17:20:07,0,,freshfade travelday masteryourmindbook trainyourbrainforsuccess,1186693729358233601,41.8373,-87.6862,@StateFarm,https://twitter.com/robbzspeaker/status/1186693729358233601,0,0,Oh baby!!!!! Back in the Puff Daddy Tunnel for a quick trip to AZ. You ready for me @statefarm cause I’m bringing my A game! #freshfade #travelday #masteryourmindbook #trainyourbrainforsuccess @Chicago O'Hare… https://www.instagram.com/p/B37br9cDiPa/?igshid=1k7z6fwel07ij,,robbzspeaker
Chicago,1840000494,2019-10-20 20:19:31,5,,[],1186014101778120705,41.8373,-87.6862,,https://twitter.com/Repo/status/1186014101778120705,1,0,Using my likeness in a State Farm Ad. Sad ,AstasiaWill,Repo
Chicago,1840000494,2019-10-20 00:11:00,7,,RythmandFlow,1185709969133522945,41.8373,-87.6862,,https://twitter.com/SmileyJ727/status/1185709969133522945,0,3,TroyMan murdered my mans Jacob from State Farm #RythmandFlow,,SmileyJ727
Chicago,1840000494,2019-10-10 16:18:11,1,,[],1182329489457586178,41.8373,-87.6862,@barstoolWSD,https://twitter.com/DannyJConrad/status/1182329489457586178,0,0,".@barstoolWSD saying “DJ, play that shit..?” right after Chief v. Carl was laughing at your desk funny. It was like Jake From State Farm sayin “uhh..khakis?”",MrMantastik,DannyJConrad
Chicago,1840000494,2019-10-10 00:59:24,0,,StateFarm,1182098269360607232,41.8373,-87.6862,@StateFarm,https://twitter.com/edvoracek/status/1182098269360607232,0,0,When you know you have the right people on your side to succeed! Thank you to @statefarm and Jenny Tola on Broadway for all of her recommendations and this lovely gesture! #StateFarm… https://www.instagram.com/p/B3ax6peDqMaAttgP5zwqk_GoH6vnXMu0KsDqGQ0/?igshid=101hmgj9aawy3,,edvoracek
Chicago,1840000494,2019-10-09 21:19:25,0,,[],1182042907982716928,41.8373,-87.6862,@StateFarm,https://twitter.com/NelsonLugoSr/status/1182042907982716928,2,0,"Seriously @StateFarm must be the worse insurance company on Earth... Just brutal, going on 3 months for a claim...horrendous.",,NelsonLugoSr
Chicago,1840000494,2019-10-07 15:58:35,1,,[],1181237393174728705,41.8373,-87.6862,,https://twitter.com/GameplanChicago/status/1181237393174728705,0,0,Credit to State Farm for nailing the look many sports properties rely on to generate interest in new uniforms reveals. Maybe time to turn the page and look to different approaches.,,GameplanChicago
Chicago,1840000494,2019-10-07 11:45:26,23,,[],1181173686273007616,41.8373,-87.6862,@UniWatch @TXTrip17 @PhilHecken @sportslogosnet @trenches_ @MLCConnect,https://twitter.com/GameplanChicago/status/1181173686273007616,0,3,State Farm throwing parody shade at sports teams’ uniform release hype videos is on point! @UniWatch @TXTrip17 @PhilHecken @sportslogosnet @trenches_ @MLCConnect,StateFarm,GameplanChicago
Chicago,1840000494,2019-10-01 12:09:00,0,,[],1179005289523240971,41.8373,-87.6862,,https://twitter.com/Jglendab/status/1179005289523240971,0,0,"I'm at Marguerita Morgan - State Farm Insurance Agent in Chicago, IL ",,Jglendab
Chicago,1840000494,2019-09-28 19:44:17,3,,[],1178032700466323456,41.8373,-87.6862,@NALEO @gatesfoundation @WK_Kellogg_Fdn @StateFarm,https://twitter.com/fortiz505/status/1178032700466323456,0,1,Great Education Board Governance Institute @NALEO thank you @gatesfoundation @WK_Kellogg_Fdn and @StateFarm for sponsoring!!,,fortiz505
Chicago,1840000494,2019-09-28 15:32:13,0,,[],1177969266848612353,41.8373,-87.6862,,https://twitter.com/Nikejordanlee/status/1177969266848612353,0,0,Yeah it’s just hard because I’m a nut for having a lot of space and square footage. Ever since working at State Farm as a home claim adjuster I see everything in dimensions. I don’t see myself being a homeowner in Illinois though.,BrianaNavy,Nikejordanlee
Chicago,1840000494,2019-09-28 04:56:15,0,,RanewYourInsurance,1177809222400184321,41.8373,-87.6862,@Marybethranew,https://twitter.com/WesleyRanew/status/1177809222400184321,0,0,"Such a fun weekend in Chicago with @Marybethranew celebrating qualifying for SVP Club with State Farm! #RanewYourInsurance @Chicago, Illinois https://www.instagram.com/p/B28TeTRjt-Nwgq496j9YRjxK9LAV4Y9Shcja3k0/?igshid=h1hctlmqn4w5",,WesleyRanew
Chicago,1840000494,2019-09-28 02:42:09,0,,NALEO STATEFARM BILLMELINDAGATES,1177775472538718208,41.8373,-87.6862,@MichaelDTubbs @StocktonScholar @StknSchools @StocktonUnified @JoshHarder @AsmJoseMedina @DrJfierro_ @jeffdefranco @JohnCVargas @SusanLValdes @RTVSJDC @LodiSupe @TracyUnifiedSD,https://twitter.com/JanetARivera1/status/1177775472538718208,0,0,Best Governance Policy Institute in the Nation! Thank you #NALEO #STATEFARM #BILLMELINDAGATES @MichaelDTubbs @StocktonScholar @StknSchools @StocktonUnified @JoshHarder @AsmJoseMedina @DrJfierro_ @jeffdefranco @JohnCVargas @SusanLValdes @RTVSJDC @LodiSupe @TracyUnifiedSD,ArturoNALEO,JanetARivera1
Chicago,1840000494,2019-09-26 20:48:16,2,,[],1177324028425584641,41.8373,-87.6862,,https://twitter.com/linkkayvich/status/1177324028425584641,0,0,Jake from State Farm ,McJesse,linkkayvich
Chicago,1840000494,2019-09-25 23:39:33,1,,[],1177004744574980096,41.8373,-87.6862,,https://twitter.com/sjodomy/status/1177004744574980096,0,0,I’m Jake From State Farm,McJesse,sjodomy
Chicago,1840000494,2019-09-25 22:00:56,0,,[],1176979926165184512,41.8373,-87.6862,,https://twitter.com/Lijecnik/status/1176979926165184512,0,0,Jake from State Farm… @The Magnificent Mile https://www.instagram.com/p/B22aXM3holMC6b56GIQo33slWDCav_L-RDGSao0/?igshid=u1u27v1vlpka,,Lijecnik
Chicago,1840000494,2019-09-25 19:24:42,0,,[],1176940611229954048,41.8373,-87.6862,,https://twitter.com/KenMantel/status/1176940611229954048,0,0,"How can you talk about seasons achievements, or lack their of after the biggest choke job since and including 1969?",NBCSCubs,KenMantel
Chicago,1840000494,2019-09-25 16:07:18,0,,[],1176890934082121728,41.8373,-87.6862,,https://twitter.com/JudithSherwin/status/1176890934082121728,0,0,None of them. Doesn’t matter. Team needs to be reconfigured. Big time. Don’t care about home runs. They look like the won’t win another game this year.,NBCSCubs,JudithSherwin
Chicago,1840000494,2019-09-25 15:09:48,3,,[],1176876463674613760,41.8373,-87.6862,,https://twitter.com/_RicoMorales/status/1176876463674613760,0,0,Can I say none? For the only reason that none of them have helped us make the playoffs..?,NBCSCubs,_RicoMorales
Chicago,1840000494,2019-09-23 23:48:38,2,,[],1176282255066587138,41.8373,-87.6862,,https://twitter.com/fakeJohnStocco/status/1176282255066587138,0,0,I’m punching a hole through my TV if I see this Aaron Rodgers State Farm commercial one more time.,,fakeJohnStocco
Chicago,1840000494,2019-09-20 18:43:38,9,,HereToHelp,1175118335178137601,41.8373,-87.6862,@LISCChicago @StateFarm,https://twitter.com/SF_LisaC/status/1175118335178137601,0,6,"Spending this Friday afternoon with @LISCChicago and their Centers for Working Families financial coaches and my @StateFarm agents discussing insurance education (auto, renters &amp; life). #HereToHelp – at Next Door",,SF_LisaC
Chicago,1840000494,2019-09-20 02:05:08,1,,[],1174867054832361472,41.8373,-87.6862,@StateFarm @McCarron,https://twitter.com/POTUS404/status/1174867054832361472,0,0,"I have @StateFarm and they are awesome, never pull shenanigans like this. I think you want @McCarron who sent the original tweet.",,POTUS404
Chicago,1840000494,2019-09-17 22:47:57,2,,[],1174092654621200384,41.8373,-87.6862,,https://twitter.com/_harperestelle_/status/1174092654621200384,0,0,"The devil works hard but JK Simmons works harder I saw him in three commercials last night at the movies (a movie trailer, a State Farm commercial, and an m&amp;ms commercial)",,_harperestelle_
Chicago,1840000494,2019-09-17 01:35:45,15,,[],1173772495117271040,41.8373,-87.6862,,https://twitter.com/DannyJConrad/status/1173772495117271040,0,0,Pains me to watch some of The Office cast members finally accept the Dancing with the Stars invite. Oscar’s got about 3 more State Farm commercials left in his contract until he’s out there doing figure 8s with Meredith ,DancingABC,DannyJConrad
Chicago,1840000494,2019-09-16 23:04:54,5,,[],1173734533721657347,41.8373,-87.6862,,https://twitter.com/realbenconboy/status/1173734533721657347,0,0,State Farm marketing person: Ok basically we want to make a commercial where we portray Patrick Mahomes’ agent as ineffective and just an all around weird guy. We will broadcast this commercial on every NFL commercial break Patrick Mahomes’ agent: You got a deal,,realbenconboy
Chicago,1840000494,2019-09-13 05:01:18,4,,[],1172374671800422400,41.8373,-87.6862,@StateFarm,https://twitter.com/MukunBTC/status/1172374671800422400,2,5,@StateFarm Worst company ever.I had auto insurance for two years and made 2minor claim then they suddenly terminated my insurance policy without informing me. If we can’t claim any damage or loss why do we need insurance? Why should we pay premium? They are scammers,,MukunBTC
Chicago,1840000494,2019-09-10 01:35:47,0,,[],1171235791877615618,41.8373,-87.6862,@StateFarm @PatrickMahomes,https://twitter.com/OooIHateHim/status/1171235791877615618,0,0,"So @StateFarm runs commercials with a dude that I thought had the weirdest voice, then they added @PatrickMahomes",,OooIHateHim
Chicago,1840000494,2019-08-31 02:16:14,2,,[],1167622090352148482,41.8373,-87.6862,,https://twitter.com/leeuh_mucis/status/1167622090352148482,0,0,State Farm got a park for only employees wtf... let me go ahead and take Carter to this exclusive ass park in Blono,,leeuh_mucis
Chicago,1840000494,2019-08-29 05:36:16,0,,[],1166947656507252736,41.8373,-87.6862,,https://twitter.com/SunshineWarrio3/status/1166947656507252736,1,0,guys dont get laid. But there is hope for nice guys. You learn to be bad. I don't mean be a total asshole but just be bad enough to make yourself interesting. Do you recall that State Farm commercial? We are the one woman is saying what she wants from State Farm? She says that,,SunshineWarrio3
Chicago,1840000494,2019-08-22 04:34:45,1,,Chicago SFNeighborhoodAssist,1164395457872826368,41.8373,-87.6862,,https://twitter.com/harrylee773/status/1164395457872826368,0,0,"VOTE TODAY! With your help, Opportunity for Refugee Girls in #Chicago could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023090",,harrylee773
Chicago,1840000494,2019-08-20 02:45:41,5,,[],1163643236046520320,41.8373,-87.6862,,https://twitter.com/reesetheone1/status/1163643236046520320,0,0,"So what the tornado Alley moving east? We'll be some state farm jingle saying motherfuckers in the Midwest. Yes, I think climate change is why. ",reesetheone1,reesetheone1
Chicago,1840000494,2019-08-19 21:23:08,0,,SFNeighborhoodAssist,1163562063177879552,41.8373,-87.6862,@ChiPubSchools,https://twitter.com/JessicaChen100/status/1163562063177879552,0,0,"Our students at Deneen and other @ChiPubSchools participate in Spark, a student career exploration and self-discovery program! Vote daily until 8/23 to help them win a $25k grant from State Farm Neighborhood Assist®. #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2024559",,JessicaChen100
Chicago,1840000494,2019-08-18 00:57:46,2,,[],1162891301022523393,41.8373,-87.6862,,https://twitter.com/ProjectEdPlus/status/1162891301022523393,1,0,The weather wasn’t cooperative but it was still a great event!,LISCChicago,ProjectEdPlus
Chicago,1840000494,2019-08-17 17:48:01,3,,HoopsInTheHood HereToHelp,1162783151023898625,41.8373,-87.6862,@LISCChicago @StateFarm,https://twitter.com/SF_LisaC/status/1162783151023898625,0,5,We are out here with @LISCChicago for #HoopsInTheHood! @StateFarm is #HereToHelp! – at Grant Park,,SF_LisaC
Chicago,1840000494,2019-08-17 11:33:47,1,,HereToHelp HoopsInTheHood,1162688974672060418,41.8373,-87.6862,@StateFarm,https://twitter.com/SF_LisaC/status/1162688974672060418,0,1,Time to get downtown! @StateFarm is #HereToHelp with #HoopsInTheHood,LISCChicago,SF_LisaC
Chicago,1840000494,2019-08-16 22:36:22,0,,[],1162493329524908032,41.8373,-87.6862,,https://twitter.com/AmbitiousOne28/status/1162493329524908032,0,0,Ignored in life... ignored everywhere. Why does the universe dangle possiblity in my face & then yank it away like that dude in the State Farm commercial? You ain't right.,,AmbitiousOne28
Chicago,1840000494,2019-08-14 23:25:21,0,,[],1161780882090467330,41.8373,-87.6862,,https://twitter.com/flatlander/status/1161780882090467330,0,0,Pretty sure I’ve had entire REM cycles dreaming of terrible things that happen with the Back button.,cosmocatalano,flatlander
Chicago,1840000494,2019-08-08 22:03:29,0,,StateFarm,1159585950437187587,41.8373,-87.6862,,https://twitter.com/ChurchAllen/status/1159585950437187587,0,0,I don't care what anyone says. Victor burned down Cheryl's she shed.. #StateFarm,,ChurchAllen
Chicago,1840000494,2019-08-08 15:31:25,7,,FoundingMembers ConnexionMobility TheFutureStateofMobility,1159487285919920128,41.8373,-87.6862,@StateFarm @RWVStudios @boschusa @ONTO2050,https://twitter.com/ilavassociation/status/1159487285919920128,0,5,3 of our #FoundingMembers are leading the panel discussion on data sharing and governance in mobility. @StateFarm @RWVStudios @boschusa @ONTO2050 #ConnexionMobility #TheFutureStateofMobility – at Chicago Connectory,,ilavassociation
Chicago,1840000494,2019-08-07 10:55:50,0,,[],1159055545803952129,41.8373,-87.6862,@grahamelliot,https://twitter.com/NateGchi/status/1159055545803952129,0,0,Even @grahamelliot bailed on this..smart move,dmcostelIo,NateGchi
Chicago,1840000494,2019-08-07 03:53:37,2,,[],1158949288262668288,41.8373,-87.6862,@GEICO @StateFarm,https://twitter.com/boccia22/status/1158949288262668288,2,0,"A year ago today, my favorite car was totaled by some lady who lied to the cops, @GEICO and @StateFarm trying to get me to pay for the damages on her car when she hit me. A year later, I’m STILL FIGHTING WITH THEM ABOUT IT.",,boccia22
Chicago,1840000494,2019-08-06 18:55:27,1,,[],1158813855184752640,41.8373,-87.6862,@nextdoorchicago @StateFarm,https://twitter.com/OnTheMoneyMag/status/1158813855184752640,0,1,"Currently at the @nextdoorchicago learning about credit, tips for success and different opportunities our summer youth interns have with @StateFarm – at Next Door",,OnTheMoneyMag
Chicago,1840000494,2019-08-06 02:21:41,40,,[],1158563767753564167,41.8373,-87.6862,,https://twitter.com/NateGchi/status/1158563767753564167,0,1,I hope it’s a long year,lollapalooza,NateGchi
Chicago,1840000494,2019-07-30 00:08:07,0,,Rude Horrible Unsatisfied,1155993438568898561,41.8373,-87.6862,@NTB,https://twitter.com/Snuffy5458/status/1155993438568898561,1,0,"@NTB your store in Oak Lawn is ridiculous! No help, attitude, hold on phone the entire time I got a jump from State Farm to the store for 10min and nothing! #Rude #Horrible #Unsatisfied",,Snuffy5458
Chicago,1840000494,2019-07-29 05:58:07,2,,[],1155719130458333184,41.8373,-87.6862,,https://twitter.com/NateGchi/status/1155719130458333184,0,0,When I was little and we would drive past buildings in the car I could never tell the State Farm logo apart from the Dominos logo ,,NateGchi
Chicago,1840000494,2019-07-25 13:33:07,3,,[],1154384081062453249,41.8373,-87.6862,,https://twitter.com/VirgoJ24/status/1154384081062453249,0,0,State Farm,XavierDLeau,VirgoJ24
Chicago,1840000494,2019-07-08 13:05:03,0,,[],1148216425707900930,41.8373,-87.6862,,https://twitter.com/puggy_vee/status/1148216425707900930,0,0,"Is this a joke Seriously? Scottie Pippen is a free Agent? For what, State Farm ",,puggy_vee
Chicago,1840000494,2019-07-02 03:29:00,2,,[],1145897130118266881,41.8373,-87.6862,,https://twitter.com/Prestonnorm/status/1145897130118266881,0,0,State Farm has seen a thing or two but I guarantee you this shit isn’t covered by your car insurance ,ALBY_LAD,Prestonnorm
Chicago,1840000494,2019-06-28 01:31:07,1,,[],1144417913597808640,41.8373,-87.6862,,https://twitter.com/Narc_Problems/status/1144417913597808640,0,0,Wait. Did the lady that grilled Jake from State Farm about his khakis block me? ,Audiophile_Q,Narc_Problems
Chicago,1840000494,2019-06-27 18:36:46,4,,[],1144313641023541254,41.8373,-87.6862,,https://twitter.com/heidikins7/status/1144313641023541254,1,0,Someone drove into the state farm office on 95th and frontage.,,heidikins7
Chicago,1840000494,2019-06-25 18:47:40,0,,TipTuesday insurance TipTuesday,1143591607830286337,41.8373,-87.6862,,https://twitter.com/jennytolasf/status/1143591607830286337,0,0,#TipTuesday Did you know that you can manage your #insurance cards and policy documents online or via State Farm's mobile app? Download the app by texting MOBILE to 78836 or download it in the app store. Simply Sign In or Register. https://www.statefarm.com/customer-care/download-mobile-apps #TipTuesday,,jennytolasf
