date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-03-29 21:30:01,SFRobGleason,,0,0,0,"With Community Offers you could save at the places you shop most. Check it out today on the State Farm mobile app. #HereToHelp http://st8.fm/communityoffers",,,#HereToHelp,1111742329960853504,https://twitter.com/SFRobGleason/status/1111742329960853504
2019-03-29 21:30:00,TaitInsurance,,0,0,0,"Have you heard? State Farm® Canada is now Desjardins Insurance. Same agents. Same team. Same commitment to you. Learn more at http://www.desjardinsagents.com",,,,1111742328534761472,https://twitter.com/TaitInsurance/status/1111742328534761472
2019-03-29 21:27:57,ciwk,marsmakes,0,0,1,"The correct response was “no I’m Jake from State Farm”",,,,1111741812442652672,https://twitter.com/ciwk/status/1111741812442652672
2019-03-29 21:24:49,EliseeNormil,,0,0,0,"Mfer gon pop up in a chiraq jingles or a statefarm commercial lol",,,,1111741020419620864,https://twitter.com/EliseeNormil/status/1111741020419620864
2019-03-29 21:23:57,SFAgentHunter1,,0,0,0,"Even though our pets may not be able to talk, we are interacting with them constantly! State Farm is teaming up with Fear Free to reduce fear and stress on pets and their people by teaching new ways to communicate. ",,,,1111740805885001728,https://twitter.com/SFAgentHunter1/status/1111740805885001728
2019-03-29 21:23:50,uchagani,,0,0,0,"Insurance companies must hate superheros @GEICO @StateFarm @Progressive",,@GEICO @StateFarm @Progressive,,1111740776055226368,https://twitter.com/uchagani/status/1111740776055226368
2019-03-29 21:18:10,SoaRAlastor,conor02388803,0,0,0,"Rocking the khakis at State Farm.",,,,1111739348838506497,https://twitter.com/SoaRAlastor/status/1111739348838506497
2019-03-29 21:18:08,HaitianPower_,,0,0,0,"StateFarm trying to tax tf outta me ",,,,1111739338927337472,https://twitter.com/HaitianPower_/status/1111739338927337472
2019-03-29 21:16:22,AgencySkillings,,0,0,0,"Attention @StateFarm drivers: Drive Safe &amp; Save has gotten a total redesign! Make sure your app is updated, then log in to activate the new features like trip maps and driving feedback after each trip. Not part of this discount program yet? Text SAVE to 78836 to enroll. ",,@StateFarm,,1111738893710163968,https://twitter.com/AgencySkillings/status/1111738893710163968
2019-03-29 21:15:52,agentjasonlong,,0,0,0,"With Community Offers you could save at the places you shop most. Check it out today on the State Farm mobile app. #HereToHelp http://st8.fm/communityoffers",,,#HereToHelp,1111738769458135040,https://twitter.com/agentjasonlong/status/1111738769458135040
2019-03-29 21:15:47,MattAbbottSF,,0,0,0,"Looking to grow your small business? Community Offers on the @StateFarm mobile app can help! See how you can promote your business to customers in your neighborhood. http://st8.fm/merchantenroll",,@StateFarm,,1111738747828101125,https://twitter.com/MattAbbottSF/status/1111738747828101125
2019-03-29 21:08:00,katherinejhanna,,0,0,0,"FREE TO A GOOD HOME! Even though I am now a Desjardins Agent, we still have 45 red sport bottles with our old State Farm Logo. If anyone has a sports team or club that would like them, please let me know! First to respond gets ‘em ? ",,,,1111736788555460608,https://twitter.com/katherinejhanna/status/1111736788555460608
2019-03-29 21:07:59,annie_0046,,0,0,0,"oscar from the office grew up to be a state farm agent",,,,1111736784625586177,https://twitter.com/annie_0046/status/1111736784625586177
2019-03-29 21:03:40,sydneetaneal,,1,0,2,"State Farm just robbed me blind. Oh my Gawd.",,,,1111735700179816449,https://twitter.com/sydneetaneal/status/1111735700179816449
2019-03-29 21:01:55,ElkRiverAgentSF,,0,0,0,"Drivers should be focused on the destination and not distractions. State Farm offers a suite of free tools and resources for teens who are learning to drive. Visit s.f/sclear to learn more. ",,,,1111735258842456064,https://twitter.com/ElkRiverAgentSF/status/1111735258842456064
2019-03-29 21:01:55,Agent_Kent,,0,0,0,"Who's going to the Cyclones game April 3rd and/or April 5? Our team at Kent Smith State Farm will be there....stop by and say Hi! ",,,,1111735258242637824,https://twitter.com/Agent_Kent/status/1111735258242637824
2019-03-29 21:01:47,SFAgentSarahM,,0,1,1,"Make your life easier—go paperless! If you have a State Farm Payment Plan, you can make fast online payments and access your bills 24/7. What are you waiting for? Call me or visit https://st8.fm/KhayaT to get started.",,,,1111735223585136640,https://twitter.com/SFAgentSarahM/status/1111735223585136640
2019-03-29 21:01:45,RosemarySkaggs,,0,0,0,"Looking to grow your small business? Community Offers on the @StateFarm mobile app can help! See how you can promote your business to customers in your neighborhood. http://st8.fm/merchantenroll",,@StateFarm,,1111735218006716417,https://twitter.com/RosemarySkaggs/status/1111735218006716417
2019-03-29 21:01:34,MannyMirandaIns,,0,0,0,"How did some @StateFarm agents celebrate America's bicentennial? Behind the wheel of a red, white, and blue ride. #Throwback",,@StateFarm,#Throwback,1111735170363621376,https://twitter.com/MannyMirandaIns/status/1111735170363621376
2019-03-29 21:01:23,SFAgentEcker,,0,0,2,"Love that song! I still give out State Farm atlas',--although now I refer to them as ""GPS insurance"". Bill Ecker - State Farm Agent, ",,,,1111735125111263233,https://twitter.com/SFAgentEcker/status/1111735125111263233
2019-03-29 21:00:43,Micinski5,DetroitPistons,0,0,1,"",,,,1111734956294725632,https://twitter.com/Micinski5/status/1111734956294725632
2019-03-29 21:00:00,SF_GinaWilken,,0,1,3,"How do you know when to keep or #shred? @StateFarm is #HereToHelp with some tips and guidelines on managing paperwork.",,@StateFarm,#shred #HereToHelp,1111734775956557826,https://twitter.com/SF_GinaWilken/status/1111734775956557826
2019-03-29 20:59:04,JakeButherus,Culligan27,0,0,0,"“What’s your name?” “Jake.” “From State Farm?” “Haha. That’s a good one.” ",,,,1111734541025247233,https://twitter.com/JakeButherus/status/1111734541025247233
2019-03-29 20:58:16,SFAgentDane,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1111734342651265030,https://twitter.com/SFAgentDane/status/1111734342651265030
2019-03-29 20:57:43,SFAgent_Jessica,,0,0,0,"If you want a better understanding of life insurance and what it can do for you, here's a great online resource from @StateFarm: http://st8.fm/1FJ9E4. You can call me anytime for help, too!",,@StateFarm,,1111734203748503552,https://twitter.com/SFAgent_Jessica/status/1111734203748503552
2019-03-29 20:56:44,champagnecuddy6,JayFlare_,1,1,0,"i wish i was jake from state farm",,,,1111733954741100544,https://twitter.com/champagnecuddy6/status/1111733954741100544
2019-03-29 20:54:30,SFAgentWayne,,0,0,0,"With Community Offers you could save at the places you shop most. Check it out today on the State Farm mobile app. #HereToHelp http://st8.fm/communityoffers",,,#HereToHelp,1111733390993051648,https://twitter.com/SFAgentWayne/status/1111733390993051648
2019-03-29 20:50:17,TGOATZ9,DetroitPistons,0,0,5,"",,,,1111732332237594625,https://twitter.com/TGOATZ9/status/1111732332237594625
2019-03-29 20:46:01,paul_brigham,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. And thanks to our customers, @StateFarm has been awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,@StateFarm,,1111731259758116864,https://twitter.com/paul_brigham/status/1111731259758116864
2019-03-29 20:45:34,JonathanRayHair,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. So it's an honor to represent the company awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,,,1111731144351870976,https://twitter.com/JonathanRayHair/status/1111731144351870976
2019-03-29 20:45:07,JanaDellaFlora,,0,0,0,"A drunk driving crash caused this @StateFarm employee to take a stand and help protect other victims. Really inspiring story! #GoodNeighbors",,@StateFarm,#GoodNeighbors,1111731032795971585,https://twitter.com/JanaDellaFlora/status/1111731032795971585
2019-03-29 20:41:50,reacocard,,0,0,0,"still a little weird, but much better than State Farm's. ",,,,1111730205616279552,https://twitter.com/reacocard/status/1111730205616279552
2019-03-29 20:37:14,JakeWiederrich,JohnKnicelyJRK,0,0,1,"I am SO SORRY for your loss! ",,,,1111729046377775104,https://twitter.com/JakeWiederrich/status/1111729046377775104
2019-03-29 20:33:10,SFRichardMartin,,0,0,0,"Here's the first ever @StateFarm auto policy. It was issued to a local farmer in 1922! #Throwback #FromTheArchives",,@StateFarm,#Throwback #FromTheArchives,1111728023919714304,https://twitter.com/SFRichardMartin/status/1111728023919714304
2019-03-29 20:31:27,CrepusculeChaos,rchimedesu,0,0,0,"You're very handsome, Jake from State Farm. :)",,,,1111727590274809857,https://twitter.com/CrepusculeChaos/status/1111727590274809857
2019-03-29 20:30:29,acstatefarm,,0,0,0,"Even though our pets may not be able to talk, we are interacting with them constantly! State Farm is teaming up with Fear Free to reduce fear and stress on pets and their people by teaching new ways to communicate. ",,,,1111727349198962688,https://twitter.com/acstatefarm/status/1111727349198962688
2019-03-29 20:30:11,PrinsenJake,johnmoe,1,0,8,"I'll spare the dialogue. If you call me Jake from State Farm I hate you forever. ",,,,1111727274737360897,https://twitter.com/PrinsenJake/status/1111727274737360897
2019-03-29 20:29:54,debwtriggs,,0,0,0,"Even though our pets may not be able to talk, we are interacting with them constantly! State Farm is teaming up with Fear Free to reduce fear and stress on pets and their people by teaching new ways to communicate. https://st8.fm/FearFree19?cmpid=k0wv_facebook_1218178",,,,1111727203467870208,https://twitter.com/debwtriggs/status/1111727203467870208
2019-03-29 20:27:38,Mr_Rager775,,0,0,0,"@StateFarm is lucky they blocked me. Look at what my insurance agent said. I asked him if there’s a place I get free chip repair with my insurance. He says “I think” god he’s worthless. ",,@StateFarm,,1111726630051835905,https://twitter.com/Mr_Rager775/status/1111726630051835905
2019-03-29 20:18:18,LindaLindae9,barkway,0,0,0,"State Farm would not insure homes within 5 miles of the ocean so they had to go with another company. I think their flood insurance was through the federal govt.",,,,1111724284710404096,https://twitter.com/LindaLindae9/status/1111724284710404096
2019-03-29 20:16:39,County10News,,0,0,0,"Justus Jacobs, State Farm – Now Hiring Administrative Assistant – Lander https://ift.tt/2I0uDmy #county10",,,#county10,1111723865418407939,https://twitter.com/County10News/status/1111723865418407939
2019-03-29 20:15:38,RandyWiggins123,,0,0,0,"Check out the magic Justin Willman cooked up with State Farm Bank® and then call me if you want to chat about your vehicle loan! ",,,,1111723610392182784,https://twitter.com/RandyWiggins123/status/1111723610392182784
2019-03-29 20:15:27,Lakers0316,StateFarm,0,0,0,"Will do. Top notch service. Much appreciated",,,,1111723566423330816,https://twitter.com/Lakers0316/status/1111723566423330816
2019-03-29 20:15:14,kcekjm97,nothinbutlag,0,0,0,"Was it Jake? From State Farm? ",,,,1111723511356235777,https://twitter.com/kcekjm97/status/1111723511356235777
2019-03-29 20:13:30,giianna_rosee,WillTulipVI,1,0,1,"Wellp, I would have never known. ",,,,1111723073521090561,https://twitter.com/giianna_rosee/status/1111723073521090561
2019-03-29 20:10:23,HennigSf,,0,0,1,"Happy Opening Day! We're celebrating the return of baseball in our office by showing off our favorite teams on our shirts AND our State Farm 2019 Cityscapes calendar! @StateFarm @JakeStateFarm #OpeningDay2019 #housedivided #rivalry #EverybodyIn #GoCubsGo #TimeToFly #STLCards",,@StateFarm @JakeStateFarm,#OpeningDay2019 #housedivided #rivalry #EverybodyIn #GoCubsGo #TimeToFly #STLCards,1111722290365059072,https://twitter.com/HennigSf/status/1111722290365059072
2019-03-29 20:07:34,Topaz_Raider,,0,0,0,"Phone rings at work Me: Thank you for calling _________ this is Jake. Caller: Jake from State Farm *insufferable laugh* Me: Caller: What are you wearing? Khaki's? *insufferable laugh* Me: Caller: Uh hello....... Me: How can I help you?",,,,1111721583008075777,https://twitter.com/Topaz_Raider/status/1111721583008075777
2019-03-29 20:06:46,clochiques,rchimedesu,1,0,0,"what are u wearing.... jake from state farm ",,,,1111721379563560961,https://twitter.com/clochiques/status/1111721379563560961
2019-03-29 20:03:45,buggieb,StateFarm,0,0,0,"Jessica I would prefer not to deal with you",,,,1111720619324788736,https://twitter.com/buggieb/status/1111720619324788736
2019-03-29 20:03:10,TeensDreamWorld,,0,0,0,"Parents: Who are you texting so late!? Me: Jake from State Farm.",,,,1111720475166720000,https://twitter.com/TeensDreamWorld/status/1111720475166720000
2019-03-29 20:01:30,StateFarm,buggieb,2,0,0,"We apologize again, Kelli, once the Social Media team forwards your concerns we are not made aware of the status. The Exectuive Customer Care team can help at the number provided. -Jessica",,,,1111720053504921602,https://twitter.com/StateFarm/status/1111720053504921602
2019-03-29 20:00:19,hersmagazine,,0,0,0,"Hitmaker @MonicaBrown attends the 42nd Annual McDonald's All American Games at State Farm Arena in Atlanta, GA. #HerVoice #mcdonaldsallamerican #songstress #musiclover",,@MonicaBrown,#HerVoice #mcdonaldsallamerican #songstress #musiclover,1111719757928116225,https://twitter.com/hersmagazine/status/1111719757928116225
2019-03-29 19:59:58,buggieb,,1,0,0,"@StateFarm #thanks for not helping me #thanks Jessica for your lack of customer service#insurance shopping",,@StateFarm,,1111719670493569024,https://twitter.com/buggieb/status/1111719670493569024
2019-03-29 19:59:23,MetalFingerz47,,0,0,1,"Running from the C.R.A.S.H unit like my name was State Farm",,,,1111719522610937856,https://twitter.com/MetalFingerz47/status/1111719522610937856
2019-03-29 19:58:48,bigswagswishers,rubentraj,0,0,1,"I feel you man, everyone “ like jake from State Farm “ I’m like sure whatever bro.",,,,1111719373406908424,https://twitter.com/bigswagswishers/status/1111719373406908424
2019-03-29 19:55:31,StateFarm,pmaner,0,0,0,"Hi, Paul. Visit us at http://st8.fm/agent to find an agent near you. Let us know if we can assist! -Jessica",,,,1111718548915867648,https://twitter.com/StateFarm/status/1111718548915867648
2019-03-29 19:55:24,cherill29,,0,0,0,"@DjGregStreet shed some light on the #eastside McNair Marching Mustangs has accomplished being the first band to play in the state farm arena for the opening hawks game, they made superior ratings with level 6 musically please help. Have us on your show ",,@DjGregStreet,#eastside,1111718517731192832,https://twitter.com/cherill29/status/1111718517731192832
2019-03-29 19:54:34,StateFarm,Lakers0316,1,0,0,"Please let us know if you need any assistance on your switch back, DJ! -Jessica",,,,1111718310448631808,https://twitter.com/StateFarm/status/1111718310448631808
2019-03-29 19:45:07,SPGMI_Insurance,,0,0,0,"Allstate, Nationwide, State Farm sued over alleged robocalling practices http://ow.ly/izEl50ouO8B",,,,1111715930483105793,https://twitter.com/SPGMI_Insurance/status/1111715930483105793
2019-03-29 19:44:35,pmaner,,1,0,0,"Looking for a State Farm agent. Anyone?",,,,1111715797003632645,https://twitter.com/pmaner/status/1111715797003632645
2019-03-29 19:37:41,UNCG_AMA,,0,1,2,"The NC Sales Institute is hosting a Speed Interview event on April 2nd! This is a great opportunity to make connections with companies such as Pepsi, State Farm, and many more. Don’t miss out! ",,,,1111714060742152193,https://twitter.com/UNCG_AMA/status/1111714060742152193
2019-03-29 19:36:20,Lakers0316,GEICO_Service,1,0,0,"Disregard. I cancelled and made the switch back to State Farm. Piss poor customer service by the local Delaware offices.",,,,1111713719543889928,https://twitter.com/Lakers0316/status/1111713719543889928
2019-03-29 19:33:27,StateFarmSC,,0,0,0,"'Greenville State Farm Champ' for helping the most families protect what's important to them. Sean Feliciano State Farm Agency — at Tipsy Taco https://www.facebook.com/joebondstatefarm/posts/2893990603974825",,,,1111712996856860673,https://twitter.com/StateFarmSC/status/1111712996856860673
2019-03-29 19:29:36,rchimedesu,,7,0,29,"i look like jake from state farm today ",,,,1111712028492730370,https://twitter.com/rchimedesu/status/1111712028492730370
2019-03-29 19:28:06,Ruby_Rose_21202,,0,0,0,"I dispise being called jake from state farm",,,,1111711647997923329,https://twitter.com/Ruby_Rose_21202/status/1111711647997923329
2019-03-29 19:25:36,paulettefoisy,,0,0,1,"The vet came out and goes, “Jake, from State Farm?” ... funny. Wasn’t expecting that. I’d probably do it too.",,,,1111711020316155904,https://twitter.com/paulettefoisy/status/1111711020316155904
2019-03-29 19:13:12,mattdoughertysf,,0,0,0,"If you are someone who has been affected by the recent flooding, you can seek assistance through FEMA at 800-621-3362. Please don't hesitate to reach out to us for questions or support. State Farm is #HereToHelp in this troubling time.",,,#HereToHelp,1111707897732517889,https://twitter.com/mattdoughertysf/status/1111707897732517889
2019-03-29 19:11:29,Ol_Aje,,0,0,0,"Another year at the Farm! Can’t believe it’s almost been a decade...#WorkAnniversary @Warren Middleton State Farm Insurance Agency https://www.instagram.com/p/Bvmn40iH9MN/?utm_source=ig_twitter_share&amp;igshid=jzn2j64v2zrd",,,#WorkAnniversary,1111707469103972362,https://twitter.com/Ol_Aje/status/1111707469103972362
2019-03-29 19:09:14,ronfimbel,,0,0,0,"@StateFarm Wow! I have been without a vehicle for 10 days (accident caused by State Farm policy holder) and you are disputing the cost of a $7 Uber trip to pick up my vehicle and scrutinizing the $3 tip??",,@StateFarm,,1111706900129820674,https://twitter.com/ronfimbel/status/1111706900129820674
2019-03-29 19:05:50,Ornella_Bella,,0,0,0,"statefarm got the wrong one count your days bitch",,,,1111706047721496579,https://twitter.com/Ornella_Bella/status/1111706047721496579
2019-03-29 19:02:50,statefarmagent3,,0,0,0,"A drunk driving crash caused this @StateFarm employee to take a stand and help protect other victims. Really inspiring story! #GoodNeighbors",,@StateFarm,#GoodNeighbors,1111705290892677120,https://twitter.com/statefarmagent3/status/1111705290892677120
2019-03-29 19:02:48,stephaniembader,,0,0,0,"Even though our pets may not be able to talk, we are interacting with them constantly! State Farm is teaming up with Fear Free to reduce fear and stress on pets and their people by teaching new ways to communicate. ",,,,1111705281929502720,https://twitter.com/stephaniembader/status/1111705281929502720
2019-03-29 19:02:48,st8_farm_chris,,0,0,0,"State Farm has updated and enhanced homeowners coverage to better meet your needs. Contact me to learn more. ",,,,1111705281572929538,https://twitter.com/st8_farm_chris/status/1111705281572929538
2019-03-29 19:02:13,JulioLPhilipe,,0,0,0,"I easily shoulda been making 70-80k at State Farm.",,,,1111705136899018752,https://twitter.com/JulioLPhilipe/status/1111705136899018752
2019-03-29 19:02:02,Shop_Julies,,0,0,0,"Unpacking an old favorite line that we are restocking!!! Eeekkk!!! We are conveniently Located at 708 S. Dixon Street adjacent to State Farm in Alma | 912.632.0550 |… https://www.instagram.com/p/Bvmmy9PAn43/?utm_source=ig_twitter_share&amp;igshid=9bpqhoza48za",,,,1111705089411039234,https://twitter.com/Shop_Julies/status/1111705089411039234
2019-03-29 19:01:45,SFAgentSchaad,,0,0,0,"With Community Offers, you can save at your favorite neighborhood businesses. Check it out on the State Farm mobile app today. http://st8.fm/communityoffers",,,,1111705018401353728,https://twitter.com/SFAgentSchaad/status/1111705018401353728
2019-03-29 19:01:37,LancasterLarry,,0,0,0,"Simple Insights https://www.statefarm.com/simple-insights/planning/should-you-get-personal-insurance via @statefarm",,@StateFarm,,1111704986478694400,https://twitter.com/LancasterLarry/status/1111704986478694400
2019-03-29 19:00:21,ProbablyNotJake,JesseJane306,1,0,1,"All Jake from State Farm’s are baaaa.... Ok, maybe one or two are good boys. ",,,,1111704664720891904,https://twitter.com/ProbablyNotJake/status/1111704664720891904
2019-03-29 18:59:40,JulioLPhilipe,,0,0,0,"I trained damn near the whole State Farm corp cause I was one of the top underwriters only for them to tell me I ain’t have enough experience for a trainer position and I ain’t get the maxed out raise. I told them everyday after that I was gonna quit soon as my MBA was done",,,,1111704492339355649,https://twitter.com/JulioLPhilipe/status/1111704492339355649
2019-03-29 18:57:30,GeneralSauceTV,CheddarEsports,0,0,0,"Why is this still being promoted?",,,,1111703947130138625,https://twitter.com/GeneralSauceTV/status/1111703947130138625
2019-03-29 18:57:24,_Mogul45,sethjlevy,0,0,1,"They ain’t no State Farm that’s for sure!",,,,1111703924220805120,https://twitter.com/_Mogul45/status/1111703924220805120
2019-03-29 18:52:24,GlenFriedl,,0,0,0,"Attention @StateFarm drivers: Drive Safe &amp; Save has gotten a total redesign! Make sure your app is updated, then log in to activate the new features like trip maps and driving feedback after each trip. Not part of this discount program yet? Text SAVE to 78836 to enroll. ",,@StateFarm,,1111702665426157573,https://twitter.com/GlenFriedl/status/1111702665426157573
2019-03-29 18:50:15,ChasnoffMVPS,,0,0,0,"State Farm General has found itself in a legal battle with a Beverly Hills 90210 star: http://bit.ly/2UfSUeN",,,,1111702123547451394,https://twitter.com/ChasnoffMVPS/status/1111702123547451394
2019-03-29 18:49:40,WillTulipVI,giianna_rosee,1,0,1,"Clearly it’s a shed she’d make by sea A seaside she shed.",,,,1111701976041975808,https://twitter.com/WillTulipVI/status/1111701976041975808
2019-03-29 18:46:47,immunitystyles,,0,0,0,"claire at statefarm STOP",,,,1111701251404775424,https://twitter.com/immunitystyles/status/1111701251404775424
2019-03-29 18:46:05,immunitystyles,thegreatkhalid,0,0,0,"STATEFARM AHAHAHHAHAHA",,,,1111701075332161537,https://twitter.com/immunitystyles/status/1111701075332161537
2019-03-29 18:43:54,doyle_jake,MonicaLewinsky,0,0,1,"""What's your name?"" ""Jake."" ""From StateFarm?"" *sigh* ""Nice khakis."" ",,,,1111700525530181634,https://twitter.com/doyle_jake/status/1111700525530181634
2019-03-29 18:42:49,kbovolgirl,,0,0,1,"Great news for drivers in Tennessee! @StateFarm just lowered auto rates. https://st8.fm/TNard19",,@StateFarm,,1111700254376816641,https://twitter.com/kbovolgirl/status/1111700254376816641
2019-03-29 18:42:40,giianna_rosee,,1,0,2,"I’m only gonna ask this one last time. @StateFarm WHAT THE FUCK IS A SHE SHED?",,@StateFarm,,1111700217655488512,https://twitter.com/giianna_rosee/status/1111700217655488512
2019-03-29 18:42:34,jrhoads228,StateFarm,0,0,0,"Thank you so much for the reply so far we are liking it hope we can save more with beacon",,,,1111700189130031105,https://twitter.com/jrhoads228/status/1111700189130031105
2019-03-29 18:41:39,Maria_StateFarm,,0,0,0,"When searching for a new job, it can be difficult to know what's most important. These job-hunting tips can help everyone from college grads to people interested in changing careers to the recently unemployed. 305-275-7555 #Cisnero…https://lnkd.in/eJdmx8E https://lnkd.in/eySmwPy",,,#Cisnero,1111699959970189313,https://twitter.com/Maria_StateFarm/status/1111699959970189313
2019-03-29 18:41:19,RoushKSR,,0,0,1,"Are you ready for the Cougs? @AdamLuckettBOS and Lance from State Farm have you covered. ",,,,1111699874439925761,https://twitter.com/RoushKSR/status/1111699874439925761
2019-03-29 18:41:11,cherry_pit20,ShannaRoze,4,0,0,"If you come to Atlanta it’s only a 1 mile walk from my house to the stadium. That is if he plays at State Farm again. If it’s during the summer like last year I’d take an Uber tho bc of the humidity. Be walking up in there looking like Monica from Friends. ",,,,1111699840470257665,https://twitter.com/cherry_pit20/status/1111699840470257665
2019-03-29 18:38:00,StateFarm,sai_saixo,0,0,1,"We appreciate the love, Saida! -Jessica",,,,1111699041329438720,https://twitter.com/StateFarm/status/1111699041329438720
2019-03-29 18:37:11,Jake_Less,burgwhatup,0,0,2,"""What's your name?"" ""Jake"" ""Jake? From state farm? What are you wearing?! Khakis?!"" ",,,,1111698834046873600,https://twitter.com/Jake_Less/status/1111698834046873600
2019-03-29 18:37:00,StateFarm,mrbarryd123,0,0,0,"We have received it and will be with you shortly. -Jessica",,,,1111698790082379777,https://twitter.com/StateFarm/status/1111698790082379777
2019-03-29 18:35:57,mrbarryd123,StateFarm,1,0,0,"I have sent you a private message with my claim number and phone number",,,,1111698524419342337,https://twitter.com/mrbarryd123/status/1111698524419342337
2019-03-29 18:34:39,StateFarm,jrhoads228,1,0,0,"Hi, Joel! Thank you for choosing State Farm! After you've set up your beacon device in the app you will only need your Bluetooth and location enabled. You do not have to have the app open. Hope this helps! -Jessica",,,,1111698199755046913,https://twitter.com/StateFarm/status/1111698199755046913
2019-03-29 18:32:36,StateFarm,mrbarryd123,1,0,0,"Hi Barry, we are sorry to hear you are getting the run around on your claim. If you would like to provide us with your claim number and phone number, we would be happy to escalate this issue for you - Gretchen",,,,1111697681318113282,https://twitter.com/StateFarm/status/1111697681318113282
2019-03-29 18:30:58,sai_saixo,,1,0,6,"I love @StateFarm ",,@StateFarm,,1111697272121761794,https://twitter.com/sai_saixo/status/1111697272121761794
2019-03-29 18:28:05,xoxjaayy_,mariannexoxo29,0,0,0,"Dude a bunch of clinics hospitals and State Farm",,,,1111696546939064320,https://twitter.com/xoxjaayy_/status/1111696546939064320
2019-03-29 18:21:23,stop4nikhil,,0,3,6,"Our 25th #trafficsafety #mural unveiled @nj_harrisonhs in partnership @statefarm . Incredible work by these students. ",,@StateFarm,#trafficsafety #mural,1111694858899652609,https://twitter.com/stop4nikhil/status/1111694858899652609
2019-03-29 18:21:18,jamaicangemini,,2,0,1,"I want to quit State Farm and do overnights at hotels until Cameron comes out and then get a career type job again ",,,,1111694839433838592,https://twitter.com/jamaicangemini/status/1111694839433838592
2019-03-29 18:21:09,jrhoads228,,1,0,0,"@StateFarm we just got state farm with the drive safe and save do we have to have the app open to when driving or just the bluetooth and location",,@StateFarm,,1111694801307619328,https://twitter.com/jrhoads228/status/1111694801307619328
2019-03-29 18:21:06,good_protection,,0,0,0,"State Farm Life Insurance Review (Are They Expensive $$$)",,,,1111694786493382657,https://twitter.com/good_protection/status/1111694786493382657
2019-03-29 18:19:58,J_wilson1015,soulyhad,0,0,0,"“What’s your name?” “Jake” “Oh like Jake from State Farm” “......” “What’re you wearing Jake from State Farm” ",,,,1111694503419748352,https://twitter.com/J_wilson1015/status/1111694503419748352
2019-03-29 18:19:20,Jakeasaurusrex2,MonicaLewinsky,0,0,0,"From state farm?",,,,1111694344032006144,https://twitter.com/Jakeasaurusrex2/status/1111694344032006144
2019-03-29 18:15:36,DustinS09665205,JHarden13,0,0,0,"7u and she's like she finally figured out it was old boyfriend what did I do yeah and she's like what the f*** and she has not my baby back I'm telling you",,,,1111693402377060352,https://twitter.com/DustinS09665205/status/1111693402377060352
2019-03-29 18:15:12,mrbarryd123,,0,0,0,"@StateFarm looks like I'm not alone! All I see is complaints! I would like some attention please!!!",,@StateFarm,,1111693303936892928,https://twitter.com/mrbarryd123/status/1111693303936892928
2019-03-29 18:15:01,JoseSotoSF,,1,2,2,"You can help bring smiles to hundreds of #homeless children. @No1isHomeless #Easter Basket drive from March 25 to April 12. Drop of your donations at participating @StateFarm agents in #MiamiDade &amp; #Broward Counties. For additional details tweet @JoseSotoSF",,@No1isHomeless @StateFarm @JoseSotoSF,#homeless #Easter #MiamiDade #Broward,1111693255891214338,https://twitter.com/JoseSotoSF/status/1111693255891214338
2019-03-29 18:14:02,mrbarryd123,,0,0,0,"@StateFarm and on top of that I have to wait 24 hours for a manager to call me back? But I don't have to wait 24 hours for you to draft $$$",,@StateFarm,,1111693009006092289,https://twitter.com/mrbarryd123/status/1111693009006092289
2019-03-29 18:13:25,_hurricaneerica,,0,0,0,"State Farm charge you for changing your address can’t catch a break",,,,1111692853279944704,https://twitter.com/_hurricaneerica/status/1111692853279944704
2019-03-29 18:13:03,jamaicangemini,,0,0,0,"I’ve learned so much about white people , working at State Farm. Lol",,,,1111692764352258048,https://twitter.com/jamaicangemini/status/1111692764352258048
2019-03-29 18:12:29,mrbarryd123,,1,0,0,"@StateFarm you have got to be kidding me!!! The run around I'm getting with this claim after I've been a a customer for 18 years!!!",,@StateFarm,,1111692620076601344,https://twitter.com/mrbarryd123/status/1111692620076601344
2019-03-29 18:12:28,lilmannyh0e,xavrr,2,0,0,"Ima gonna check with geico cause I went from State Farm to liberty mutual shit ain’t changing it’s annoying paying a car note with expensive ass insurance",,,,1111692615102152706,https://twitter.com/lilmannyh0e/status/1111692615102152706
2019-03-29 18:03:50,NancyPipinichSF,,0,0,0,"For generations, State Farm has helped people protect their families with life insurance. So it's an honor to represent the company awarded ""Highest Customer Satisfaction among Life Insurance Providers, Five Years in a Row"" by J.D. Power. ",,,,1111690443035545600,https://twitter.com/NancyPipinichSF/status/1111690443035545600
2019-03-29 18:03:02,JanetARivera1,,0,3,3,"Thank you, State Farm and Bank of America for supporting national workforce and job trading experts will share latest information on emerging opportunities in the labor market and technologies driving .",,,,1111690239762825217,https://twitter.com/JanetARivera1/status/1111690239762825217
